system   I             system.c:245  al_install_system                [   0.00088] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:388  _al_score_display_settings       [   0.37657] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37661] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37667] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37671] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37677] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37681] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37687] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37693] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37698] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37703] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37709] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37713] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37719] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37723] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37729] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37734] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37739] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37745] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37751] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37755] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37761] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37766] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37771] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37776] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37781] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37786] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37793] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37798] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37803] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37808] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37814] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37818] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37824] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37829] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37834] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37839] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37846] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37850] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37856] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37861] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37866] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37871] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37876] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37881] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37887] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37892] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37897] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37902] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37907] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37912] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37918] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37922] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37928] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37933] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37938] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37944] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.37950] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37955] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37960] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37965] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37971] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37975] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.37981] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.37986] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38006] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38012] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38017] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38022] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38028] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38032] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38038] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38057] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38063] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38067] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38073] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38078] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38083] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38088] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38095] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38099] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38105] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38109] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38115] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38119] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38125] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38130] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38135] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38141] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38147] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38152] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38158] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38162] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38168] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38173] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38179] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38183] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38189] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38194] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38200] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38204] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38212] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38216] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38221] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38225] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38230] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38233] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38238] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38244] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38249] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38253] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38258] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38262] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38267] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38270] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38276] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38279] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38285] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38288] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38295] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38299] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38304] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38308] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38314] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38317] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38322] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38326] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38331] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38335] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38341] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38345] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38350] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38353] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38359] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38362] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38367] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38371] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38376] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38380] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38385] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38389] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38395] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38399] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38404] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38408] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38413] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38417] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38422] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38426] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38431] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38435] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38440] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38448] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38454] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38459] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38465] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38469] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38475] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38479] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38485] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38490] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38496] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38500] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38506] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38510] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38515] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38519] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38523] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38527] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38532] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38536] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38542] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38546] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38551] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38555] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38560] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38564] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38569] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38573] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38578] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38582] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38587] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38592] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38597] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38601] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38606] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38610] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38614] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38618] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38623] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38626] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38631] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38635] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38640] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38653] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38658] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38662] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38667] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38670] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38675] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38679] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.38684] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.38690] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38724] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.38728] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38734] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.38756] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38762] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.38766] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38771] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.38775] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38780] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.38784] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38790] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.38804] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.38810] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.38814] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.38821] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38826] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.38836] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38843] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38849] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38853] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38858] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38862] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38866] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38870] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38876] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38881] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38886] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38892] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38898] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38902] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38908] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38912] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.38918] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38923] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.38929] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38933] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38939] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38944] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38950] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38955] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38961] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38965] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38971] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.38975] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.38981] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39000] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39006] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39011] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39016] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39021] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39026] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39030] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.39036] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.39041] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.39047] Single Buffer requirement not met.
